predecessorID,successorID,relationship,lagtime
2513C55R000EW00002,2513C82R000CV05010,FS,0
2513C72R730CV00077,2513C72R945EL00010,SS,90
2513C72R730CV00077,2513C72R730CV00073,FS,0
2513C72R935IN00010,2513C72R000IN00020,FS,0
2513C72R000IN00020,2513C72R000IN00030,FS,0
2513C72R000IN00020,2513C72R000IN00060,FS,0
2513C72R730ME00073,2513C72R000EL00020,FS,0
2513C72R150PI00075,2513C72R150PI00085,SS,60
2513C72R960EL00010,2513C72R000EL00030,SS,0
2513C72R960EL00020,2513C72R960EL00030,FS,0
2513C72R000EL00020,2513M55R000ML20400,FS,0
2513C72R000EL00020,2513M55R000ML20430,FS,0
2513C72R935EL00020,2513C72R000EL00020,FS,0
2513C72R945EL00010,2513C72R000EL00020,FS,0
2513C91R660HV00075,2513F55R660CM00220,FS,0
2513C91R000CV00110,2513C91R000PI00110,SS,15
2513C91R730ME00073,2513F55R900CM00020,FS,0
2513C91R570ME00076,2513F55R900CM00020,FS,0
2513C91R000EL00020,2513M55R000ML20430,FS,0
2513C91R690AR00018,2513C91R680ME00071,FF,0
2513C91R690AR00011,2513C91R690AR00012,FS,0
2513C91R690AR00014,2513C92R690AR00020,SS,30
2513C91R980IN00020,2513C71R980IN00020,FS,0
2513C91R980IN00010,2513C82R990EL00010,SS,2
2513C88R000IN00020,2513C88R000IN00030,FS,0
2513C88R000IN00050,2513C88R000IN00030,SS,0
2513C88R980IN00020,2513F55R970CM01110,FS,0
2513C88R699CV00013,2513C55R000LE00220,SS,0
2513C88R699CV00051,2513C88R699SS00051,FS,28
2513C88R699CV00039,2513C88R699CV00032,SS,0
2513C88R699CV00050,2513C88R699SS00050,FS,44
2513C88R000CV00110,2513C88R000PI00110,SS,14
2513C88R699CV00012,2513C60R935EL00010,FS,0
2513C60R000CV01020,2513C99R000CV01020,SS,65
2513C88R000CV01010,2513F55R900CM00020,FS,0
2513C88R699SS00040,2513C99R935IN00010,FS,0
2513C88R699SS00013,2513C10R150PI00075,FS,0
2513C88R699SS00019,2513C20R150PI00075,SS,68
2513C88R699SS00022,2513C60R150PI00075,FS,0
2513C88R699SS00023,2513C50R150PI00075,FS,0
2513C88R699SS00025,2513C40R150PI00075,SS,43
2513C88R699SS00026,2513C71R935IN00010,FS,0
2513C88R699SS00051,2513C99R150PI00075,FS,0
2513C92R570ME00072,2513E55R000GE20160,FS,0
2513C92R570ME00073,2513E55R000GE20160,FS,0
2513C92R570ME00074,2513E55R000GE20160,FS,0
2513C92R000EL00020,2513M55R000ML20450,FS,0
2513C92R990EL00010,2513C92R000EL00020,FS,0
2513C92R690AR00022,2513C92R660HV00083,SS,37
2513C92R690AR00016,2513C92R935EL00010,SS,0
2513C92R660HV00083,2513C92R660HV00079,SS,7
2513C92R660HV00081,2513C92R660HV00077,SS,48
2513C10R190CV00073,2513C10R150PI00075,FS,0
2513C10R690AR00011,2513C10R690AR00013,SS,0
2513C99R000EL00010,2513C99R935EL00020,SS,0
2513C99R945EL00010,2513C20R945EL00010,FS,0
2513C99R945EL00010,2513C99R960EL00010,FS,0
2513C99R230ME00013,2513M55R000ML11380,FS,0
2513C99R230ME00072,2513C99R935EL00010,FS,0
2513C99R230CV00073,2513C99R230ME00073,FS,7
2513C99R230IS00072,2513F55R230CM00320,FS,0
2513C99R690AR00011,2513C99R690AR00012,FS,0
2513C99R690AR00012,2513C99R690HV00072,FS,0
2513C99R690AR00013,2513C99R935EL00010,SS,0
2513C99R935IN00010,2513C99R000IN00050,FS,0
2513C99R000IN00030,2513C99R000IN00060,FS,0
2513E55R000LE00050,2513E88R000ST47025,FF,0
2513P55R000LE00010,2513P40R460ME13030,FF,0
2513C55R000LE00020,2513C00R000CV02010,FF,0
2513C55R000LE00050,2513C99R150PI00085,FF,0
2513C55R000LE00070,2513C60R555ME00091,FF,0
2513C55R000LE00180,2513C71R000EL00020,FF,0
2513E55R000ME35170,2513E55R000ME35175,FS,0
2513E55R000ME35170,2513E55R000ME35180,FS,0
2513E55R000ME35210,2513E55R000ME35220,FS,0
2513E55R000ME35210,2513E55R000ME35215,FS,0
2513E55R000ME35220,2513E55R000ME35225,FS,0
2513E55R000ME35020,2513E55R000ME35025,FS,0
2513E55R000ME35070,2513E55R000ME35075,FS,0
2513E55R000ME35090,2513E55R000ME35100,FS,0
2513E55R000ME35100,2513E55R000ME35120,SS,0
2513E55R000ME35215,2513E55R000ME35225,FS,0
2513E55R000ME35015,2513E55R000ME35035,SS,0
2513E55R000ME35145,2513C60R555ME00120,FF,0
2513E55R000ME99900,2513G55R000CM00300,FS,0
2513E55R000ME40165,2513C71R220PA00081,SS,32
2513E55R000ME40205,2513C71R220PA00081,SS,32
2513E55R000ME40225,2513C71R220PA00081,SS,32
2513E55R000ME40160,2513E55R000ME40165,FS,0
2513E55R000ME40035,2513E55R000ME40040,FF,0
2513E55R000ME40060,2513E55R000ME40065,FS,0
2513E55R000ME90180,2513P55R000ME13010,FS,0
2513E55R000ME90200,2513P71R220ME12010,FS,0
2513E55R000ME90280,2513P20R555ME12010,FS,0
2513E55R000ME90290,2513P40R600ME13010,FS,0
2513E55R000ME15315,2513P60R510ME10020,SS,0
2513E55R000ME15490,2513P55R000ME10010,FS,0
2513E55R000ME15010,2513E55R000ME15030,SS,0
2513E55R000ME15050,2513P55R000ME11010,FS,0
2513E55R000ME15090,2513E55R000ME35010,SS,0
2513E55R000ME15170,2513E55R000ME15175,FS,0
2513E55R000ME15210,2513E55R000ME90110,SS,0
2513E55R000ME15210,2513P20R200ME13010,FS,0
2513E55R000ME15230,2513P20R210ME10010,FS,0
2513E55R000ME15470,2513E55R000ME15475,FS,0
2513E55R000ME15475,2513P60R510ME12020,SS,0
2513E55R000ME15415,2513P91R570ME10020,FS,0
2513E55R000ME90030,2513E55R000ME90230,SS,0
2513E55R000ME90040,2513P40R600ME12010,FS,0
2513E55R000ME15370,2513E55R000ME90190,SS,0
2513E55R000ME15390,2513E55R000LE00010,SS,0
2513E55R000ME15410,2513E55R000ME90210,SS,0
2513E55R000ME15450,2513E55R000ME15455,FS,0
2513E55R000ME15395,2513P50R550ME11020,FS,0
2513E55R000ME90050,2513P60R540ME11010,FS,0
2513E55R000ME90070,2513E55R000ME90080,FS,25
2513E55R000ME15055,2513P55R000ME11020,FS,0
2513E55R000ME15175,2513P99R230ME10020,FS,0
2513E55R000ME15175,2513P40R460ME10020,FS,0
2513E55R000ME15175,2513P40R600ME10020,FS,0
2513E55R000ME30025,2513C50R410PA00076,FS,0
2513E55R000ME30035,2513E55R000ME30025,SS,0
2513E55R000ME30035,2513C50R410PA00076,FS,0
2513E55R000ME30075,2513C50R410PA00076,FS,0
2513E55R000ME30135,2513C50R410ME00078,FS,0
2513E55R000ME30135,2513C50R410PA00076,FS,0
2513E55R000ME30095,2513E55R000ME30105,FS,0
2513E55R000ME30050,2513E55R000ME30150,SS,2
2513E55R000ME30060,2513E55R000ME30065,FS,0
2513E55R000ME30090,2513E55R000ME30100,FS,0
2513E55R000ME30140,2513E55R000ME30145,FS,0
2513E55R000ME30015,2513C50R410PA00076,FS,0
2513E55R000ME45030,2513E55R000ME45035,FS,0
2513E55R000ME45050,2513E55R000ME45150,SS,2
2513E55R000ME45050,2513E55R000ME45055,FS,0
2513E55R000ME45050,2513E55R000ME45060,FS,0
2513E55R000ME45085,2513C40R520ME00120,FS,0
2513E55R000ME45105,2513C40R520ME00130,FS,0
2513E55R000ME45065,2513C40R520ME00110,FS,0
2513E55R000ME45075,2513P55R000ME11020,FS,0
2513E55R000ME45110,2513E55R000ME45130,SS,0
2513E55R000ME45120,2513E55R000ME45125,FS,0
2513E55R000ME45150,2513E55R000ME45160,FS,0
2513E55R000ME45170,2513E55R000ME45180,FS,0
2513E55R000ME45170,2513E55R000ME45175,FS,0
2513E55R000ME45190,2513E55R000ME45195,FS,0
2513E55R000ME55210,2513E55R000ME55220,FS,0
2513E55R000ME55050,2513E55R000ME55060,FS,0
2513E55R000ME55090,2513E55R000ME55110,SS,0
2513E55R000ME55110,2513E55R000ME55115,FS,0
2513E55R000ME55030,2513E55R000ME55040,FS,0
2513E55R000ME20110,2513E55R000ME20120,FS,0
2513E55R000ME20120,2513E55R000ME20125,FS,0
2513E55R000ME20055,2513E55R000ME20060,FF,0
2513E55R000ME20075,2513E55R000ME20080,FF,0
2513E55R000ME20050,2513E55R000ME20055,FS,0
2513E55R000ME50065,2513C40R520ME00210,FS,0
2513E55R000ME50030,2513E55R000ME50040,FS,0
2513E55R000ME50100,2513E55R000ME50105,FS,0
2513E55R000ME50110,2513E55R000ME50120,FS,0
2513E55R000ME50130,2513E55R000ME50135,FS,0
2513E55R000ME50150,2513E55R000ME50155,FS,0
2513E55R000ME25145,2513E55R000ME25185,FS,0
2513E55R000ME25085,2513C71R220ME00210,FS,0
2513E55R000ME25150,2513E55R000ME25190,SS,0
2513E55R000ME25170,2513E55R000ME25180,FS,0
2513E55R000ME25030,2513E55R000ME25040,FS,0
2513E55R000ME25040,2513E55R000ME25045,FS,0
2513E55R000ME25050,2513E55R000ME25150,SS,2
2513E55R000ME25095,2513E55R000ME25100,FF,0
2513E55R000IN20160,2513E55R000IN20165,FS,0
2513E55R000IN20170,2513E55R000IN20180,SS,0
2513E55R000IN20180,2513P55R000IN14010,FS,0
2513E55R000IN90010,2513E55R000IN90011,FS,0
2513E55R000IN20010,2513E55R000IN20015,FS,0
2513E55R000IN20050,2513E55R000IN20060,SS,0
2513E55R000IN20080,2513E55R000IN20085,FS,0
2513E55R000IN20090,2513E55R000IN20100,SS,0
2513E55R000IN20090,2513E55R000IN20095,FS,0
2513E55R000IN15105,2513C60R935IN00010,FS,0
2513E55R000IN15105,2513C88R935IN00010,SS,0
2513E55R000IN15105,2513C30R935IN00010,FS,0
2513E55R000IN15115,2513C30R000IN00010,FS,0
2513E55R000IN15125,2513C30R935IN00010,FS,0
2513E55R000IN15125,2513C50R000CV01020,FS,0
2513E55R000IN15125,2513C40R935IN00010,SS,0
2513E55R000IN15165,2513C72R000IN00010,FS,0
2513E55R000IN15175,2513E55R000IN15035,SS,40
2513E55R000IN15185,2513E55R000IN15205,FS,0
2513E55R000IN15205,2513C20R935IN00010,FS,0
2513E55R000IN15205,2513C60R980IN00010,FS,0
2513E55R000IN15205,2513C40R935IN00010,SS,0
2513E55R000IN15205,2513C10R935IN00010,FS,0
2513E55R000IN15205,2513C50R935IN00010,FF,0
2513E55R000IN15225,2513C30R000IN00060,FS,0
2513E55R000IN15065,2513C99R000IN00010,FS,0
2513E55R000IN15020,2513P55R000IN30020,FS,0
2513E55R000IN15030,2513E55R000IN15050,SS,0
2513E55R000IN15040,2513E55R000IN15045,FS,0
2513E55R000IN15145,2513C30R000IN00060,FS,0
2513E55R000IN15145,2513C88R980IN00010,FS,0
2513E55R000IN15145,2513C10R000IN00060,FS,0
2513E55R000IN15145,2513C40R000IN00060,FS,0
2513E55R000IN15050,2513E55R000IN15070,SS,0
2513E55R000IN15090,2513M55R000ML20090,FS,0
2513E55R000IN15110,2513E55R000IN15120,FS,0
2513E55R000IN15190,2513E55R000IN15195,FS,0
2513E55R000IN15200,2513E55R000IN15205,FS,0
2513E55R000IN15210,2513E55R000IN15220,FS,0
2513E55R000IN15220,2513C40R000IN00020,SS,0
2513E55R000IN15230,2513E55R000IN15235,FS,0
2513E55R000IN15240,2513C71R980IN00010,FS,0
2513E55R000IN15270,2513P55R000IN37010,SS,0
2513E55R000IN15035,2513E55R000IN15055,SS,0
2513E55R000IN90220,2513P55R000IN29010,FS,0
2513E55R000IN90240,2513P55R000IN33010,FS,1
2513E55R000IN90060,2513P55R000IN13010,FS,0
2513E55R000IN90090,2513E55R000IN90100,SS,0
2513E55R000IN90160,2513E55R000IN90170,SS,0
2513E55R000IN10050,2513E55R000IN15210,FS,0
2513E55R000IN10050,2513E55R000IN10055,FS,0
2513E55R000IN10060,2513P55R000IN30010,FS,0
2513E55R000IN10015,2514C81S990EL00010,FS,0
2513E55R000IN10015,2513C82R990EL00010,FS,0
2513E55R000IN10025,2513C91R990EL00010,FS,0
2513E55R000IN10025,2513C81R990EL00010,FS,0
2513E55R000IN10065,2513C92R990EL00010,FS,0
2513E55R000IN10065,2513E55R000IN10085,SS,0
2513E55R000HV33010,2513E55R000HV33050,FS,47
2513E55R000HV33030,2513E55R000HV33035,FS,0
2513E55R000HV33040,2513E55R000HV33045,FS,0
2513E55R000HV33050,2513E55R000HV33060,FS,0
2513E55R000HV33070,2513E55R000HV33090,SS,14
2513E55R000HV33080,2513E55R000HV33085,FS,0
2513E55R000HV33090,2513E55R000HV33095,FS,0
2513E55R000HV28010,2513E55R000HV28020,FS,88
2513E55R000HV32065,2513C92R660HV00083,FS,0
2513E55R000HV32040,2513E55R000HV32045,FS,0
2513E55R000HV32070,2513E55R000HV32080,FS,0
2513E55R000HV32090,2513E55R000HV32095,FS,0
2513E55R000HV24010,2513E55R000HV24015,FS,0
2513E55R000HV24100,2513E55R000HV24105,FS,0
2513E55R000HV24015,2514P55S660HV10020,SS,60
2513E55R000HV24045,2513C92R660HV00081,FS,0
2513E55R000HV24055,2513C92R690AR00016,FS,0
2513E55R000HV24085,2513C92R660HV00081,FS,0
2513E55R000HV24085,2513C92R690AR00016,FS,0
2513E55R000HV34020,2513E55R000HV34025,FS,0
2513E55R000HV34040,2513C82R660HV00080,FS,0
2513E55R000HV34050,2513E55R000HV34055,FS,0
2513E55R000HV34035,2513C82R690AR00019,FS,0
2513E55R000HV34010,2513E55R000HV35010,SS,0
2513E55R000HV20050,2513E55R000HV20060,FS,0
2513E55R000HV20025,2513C91R690AR00013,SS,51
2513E55R000HV20085,2513C91R660HV00078,FS,0
2513E55R000HV25080,2513E55R000HV25085,FS,0
2513E55R000HV25010,2513E55R000HV26010,SS,0
2513E55R000HV25010,2513E55R000HV25050,FS,17
2513E55R000HV25020,2513E55R000HV25030,SS,20
2513E55R000HV25030,2513E55R000HV25040,FS,0
2513E55R000HV25040,2513E55R000HV25045,FS,0
2513E55R000HV25060,2513E55R000HV25065,FS,0
2513E55R000HV25015,2513C91R660HV00079,FS,0
2513E55R000HV25055,2513E55R000HV27055,SS,0
2513E55R000HV35050,2513E55R000HV35055,FS,0
2513E55R000HV35070,2513E55R000HV35075,FS,0
2513E55R000HV35025,2513C40R690AR00013,FS,0
2513E55R000HV23040,2513E55R000HV23045,FS,0
2513E55R000HV23050,2513E55R000HV23060,FS,0
2513E55R000HV23050,2513E55R000HV23030,SS,59
2513E55R000HV23065,2513C92R690AR00013,FS,0
2513E55R000HV23105,2513C92R690AR00013,FS,0
2513E55R000HV22030,2513E55R000HV22070,SS,0
2513E55R000HV22070,2513E55R000HV22075,FS,0
2513E55R000HV21045,2513C81R690AR00013,FS,0
2513E55R000HV21055,2513E55R000HV21060,FF,0
2513E55R000HV21090,2514E55R000HV10090,SS,0
2513E55R000HV29020,2513E55R000HV29030,SS,20
2513E55R000HV15010,2513C82R660HV00078,FS,0
2513E55R000HV15010,2513C82R660HV00080,FS,0
2513E55R000HV15010,2513C91R660HV00079,FS,0
2513E55R000HV31010,2513E55R000HV31020,FS,88
2513E55R000HV10040,2513C40R660HV00071,FS,0
2513E55R000HV10015,2513P55R660HV10020,FS,0
2513E55R000HV10065,2513C91R660HV00080,FS,0
2513E55R000HV10065,2513C91R660HV00078,FS,0
2513E55R000HV27015,2514P55S660HV10020,SS,60
2513E55R000HV27065,2513C92R690AR00019,FS,0
2513E55R000HV36015,2514P55S660HV10020,SS,60
2513E55R000HV36010,2513E55R000HV36050,FS,47
2513E55R000HV36010,2513E55R000HV36015,FS,0
2513E55R000HV37020,2513E55R000HV37025,FS,0
2513E55R000HV30010,2513E55R000HV30015,FS,0
2513E55R000HV30020,2513E55R000HV30030,SS,20
2513E55R000HV26040,2513E55R000HV26045,FS,0
2513E55R000HV26100,2513E55R000HV26105,FS,0
2513E55R000HV26085,2513C91R660HV00080,FS,0
2513E55R000HV26105,2513C91R660HV00080,FS,0
2513E55R000HS10180,2513E55R000HS10185,FS,0
2513E55R000HS10060,2513E55R000HS10065,FS,0
2513E55R000HS10080,2513F55R900CM00020,FS,0
2513E55R000HS10090,2513E55R000HS10095,FS,0
2513E55R000HS10120,2513E55R000HS10125,FS,0
2513E55R000HS10140,2513E55R000HS10145,FS,0
2513E55R000HS10075,2513E55R000HS10085,FS,0
2513E55R000HS10105,2513E55R000HS30025,SS,0
2513E55R000HS10115,2513E55R000HS10085,FS,0
2513E55R000HS20030,2513E55R000HS20035,FS,0
2513E55R000HS20040,2513E55R000HS20045,FS,0
2513E55R000HS20050,2513E55R000HS20060,SS,42
2513E55R000HS20075,2513E55R000HS20050,SS,0
2513E55R000HS20070,2513E55R000HS20020,SS,122
2513E55R000HS20010,2513E55R000HS20030,SS,0
2513E55R000HS30010,2513E55R000HS30040,FS,1
2513E55R000HS30045,2513E55R000HS30025,FS,0
2513E55R000CV35460,2513C99R230CV00073,FS,0
2513E55R000CV35460,2513C99R230CV00074,FS,0
2513E55R000CV35500,2513E55R000CV35505,FS,0
2513E55R000CV35520,2513E55R000CV35525,FS,0
2513E55R000CV35530,2513E55R000CV35550,SS,10
2513E55R000CV35540,2513C20R200CV00081,FS,0
2513E55R000CV35580,2513E55R000CV35585,FS,0
2513E55R000CV35630,2513E55R000CV35640,FS,0
2513E55R000CV35645,2513C40R460CV00085,FS,0
2513E55R000CV35645,2513C40R460CV00084,FS,0
2513E55R000CV35705,2513C20R210ME00080,FS,0
2513E55R000CV35725,2513C20R555CV00073,FS,0
2513E55R000CV35765,2513C60R990EL00010,FS,0
2513E55R000CV35195,2513E55R000CV35200,FF,0
2513E55R000CV35295,2513E55R000CV35300,FF,0
2513E55R000CV35345,2513C50R430ME00073,FS,0
2513E55R000CV35355,2513E55R000CV35360,FF,0
2513E55R000CV35405,2513C60R510CV00081,FS,0
2513E55R000CV35415,2513E55R000CV35420,FF,0
2513E55R000CV35455,2513E55R000CV35460,FF,0
2513E55R000CV35485,2513C20R555CV00073,FS,0
2513E55R000CV35495,2513E55R000CV35500,FF,0
2513E55R000CV35525,2513C20R200CV00081,FS,0
2513E55R000CV35545,2513C20R200ME00074,FS,0
2513E55R000CV35760,2513C81R940CV00071,FS,0
2513E55R000CV35020,2513C20R200CV00081,FS,0
2513E55R000CV35040,2513C99R230CV00077,FS,0
2513E55R000CV35050,2513E55R000CV35055,FS,0
2513E55R000CV35615,2513E55R000CV35620,FF,0
2513E55R000CV35625,2513C40R600ME00080,FS,0
2513E55R000CV35035,2513C99R230CV00081,FS,0
2513E55R000CV35065,2513C20R210CV00073,FS,0
2513E55R000CV35065,2513C20R210CV00072,FS,0
2513E55R000CV35095,2513C40R520ME00076,FS,0
2513E55R000CV35070,2513E55R000CV35080,FS,0
2513E55R000CV35100,2513C99R230CV00077,FS,0
2513E55R000CV35110,2513E55R000CV35115,FS,0
2513E55R000CV35170,2513E55R000CV35180,FS,0
2513E55R000CV35190,2513E55R000CV35200,FS,0
2513E55R000CV35210,2513E55R000CV35310,SS,14
2513E55R000CV35145,2513C40R460ME00072,FS,0
2513E55R000CV35650,2513E55R000CV35655,FS,0
2513E55R000CV35670,2513E55R000CV35675,FS,0
2513E55R000CV35690,2513E55R000CV35695,FS,0
2513E55R000CV35260,2513E55R000CV35265,FS,0
2513E55R000CV35420,2513E55R000CV35425,FS,0
2513E55R000CV45070,2513E55R000CV45080,FS,0
2513E55R000CV45025,2513C91R000CV01010,FS,0
2513E55R000CV45045,2513C92R000CV01010,FS,0
2513E55R000CV45075,2513E55R000CV45080,FF,0
2513E55R000CV90055,2513E55R000CV90056,FS,0
2513E55R000CV90046,2513C72R000CV01010,FS,0
2513E55R000CV90056,2513C92R000CV01010,FS,0
2513E55R000CV90066,2513C92R000CV01010,FS,0
2513E55R000CV45010,2513C71R000CV01010,FS,0
2513E55R000CV45050,2513E55R000CV45070,SS,0
2513E55R000CV60025,2513C30R000CV01030,FS,0
2513E55R000CV60025,2513C50R000CV01030,FS,0
2513E55R000CV60025,2513C40R000CV01030,FS,0
2513E55R000CV60045,2513C60R000CV05010,FS,0
2513E55R000CV60045,2513C60R000CV04010,FS,0
2513E55R000CV60065,2513C55R000EW00018,FS,0
2513E55R000CV90020,2513E55R000CV90021,FS,0
2513E55R000CV90025,2513E55R000CV90026,FS,0
2513E55R000CV90011,2513C55R000EW00018,FS,0
2513E55R000CV90016,2513C60R000CV01030,FS,0
2513E55R000CV90016,2513C30R000CV01030,FS,0
2513E55R000CV90026,2513C71R000CV01030,FS,0
2513E55R000CV90036,2513C71R000CV01030,FS,0
2513E55R000CV90036,2513C72R000CV01030,FS,0
2513E55R000CV60010,2513E55R000CV60015,FS,0
2513E55R000CV30025,2513C71R220CV00081,FS,0
2513E55R000CV30025,2513C71R220CV00071,FS,0
2513E55R000CV30075,2513E55R000CV30080,FF,0
2513E55R000CV30070,2513E55R000CV30080,FS,0
2513E55R000CV30130,2513E55R000CV30135,FS,0
2513E55R000CV76030,2513E55R000CV77010,SS,0
2513E55R000CV76025,2513C72R000CV01010,FS,0
2513E55R000CV77010,2513E55R000CV77015,FS,0
2513E55R000CV77030,2513E55R000CV78010,SS,0
2513E55R000CV77030,2513E55R000CV77040,FS,0
2513E55R000CV20015,2514C55S000EW10030,FS,0
2513E55R000CV75055,2513E55R000CV75060,FF,0
2513E55R000CV75065,2513C81R000CV01010,FS,0
2513E55R000CV75095,2513E55R000CV75100,FF,0
2513E55R000CV75030,2513E55R000CV75040,FS,0
2513E55R000CV75060,2513E55R000CV75065,FS,0
2513E55R000CV75070,2513E55R000CV75075,FS,0
2513E55R000CV10010,2513E55R000LE00040,SS,0
2513E55R000CV10010,2513E55R000CV25010,FS,0
2513E55R000CV10050,2513E55R000CV10060,SS,0
2513E55R000CV10070,2513C55R000EW10140,FS,0
2513E55R000CV10090,2513C88R699CV00013,FS,0
2513E55R000CV10055,2513C10R000CV01030,FS,0
2513E55R000CV40040,2513E55R000CV40045,FS,0
2513E55R000CV40030,2513E55R000CV40035,FS,0
2513E55R000CV40015,2513E55R000CV99900,FS,0
2513E55R000CV55030,2513E55R000CV55035,FS,0
2513E55R000CV55030,2513E55R000CV90010,FS,7
2513E55R000CV55020,2513C55R000EW10190,FS,0
2513E55R000CV55025,2513E55R000CV55030,FS,0
2513E55R000CV25050,2513E55R000CV25060,FS,0
2513E55R000CV25030,2513E55R000CV25035,FS,0
2513E55R000CV25055,2513E55R000CV99900,FS,0
2513E55R000CV25075,2513E55R000CV99900,FS,0
2513E55R000CV70015,2513E55R000CV70020,FF,0
2513E55R000CV50150,2513E55R000CV50160,FS,0
2513E55R000CV50010,2513E55R000CV50030,SS,0
2513E55R000CV15210,2513E55R000CV15240,SS,3
2513E55R000CV15210,2513E55R000CV15215,FS,0
2513E55R000CV15230,2513E55R000CV15190,SS,0
2513E55R000CV15240,2513E55R000CV15245,FS,0
2513E55R000CV15270,2513E55R000CV25010,FS,7
2513E55R000CV15310,2513E55R000CV15315,FS,0
2513E55R000CV15010,2513E55R000CV75090,SS,63
2513E55R000CV15010,2513E55R000CV45010,SS,0
2513E55R000CV15010,2513E55R000CV50010,FS,39
2513E55R000CV15010,2513E55R000CV80010,FS,196
2513E55R000CV15030,2513E55R000CV15040,SS,0
2513E55R000CV15050,2513E55R000CV15055,FS,0
2513E55R000CV15080,2513E55R000CV15090,SS,0
2513E55R000CV15100,2513E55R000CV15105,FS,0
2513E55R000CV15120,2513E55R000CV15310,SS,0
2513E55R000CV15330,2513E55R000CV15335,FS,0
2513E55R000CV15340,2513E55R000CV15360,SS,15
2513E55R000CV15350,2513E55R000CV15280,SS,50
2513E55R000CV15360,2513E55R000CV15350,SS,6
2513E55R000CV15065,2513C60R555CV00075,FS,0
2513E55R000CV15105,2513C30R420CV00082,FS,0
2513E55R000CV15125,2513C20R200CV00071,SS,51
2513E55R000CV15125,2513C20R200CV00072,SS,51
2513E55R000CV15205,2513C20R200CV00074,FS,0
2513E55R000CV15205,2513C71R220CV00072,FS,0
2513E55R000CV15265,2513C50R550ME00075,FS,0
2513E55R000CV15275,2513C60R540ME00071,FS,0
2513E55R000CV15345,2513C20R555ME00074,FS,0
2513E55R000CV15365,2513C60R555CV00085,FS,0
2513E55R000CV15160,2513E55R000CV35190,SS,0
2513E55R000GE10050,2513C55R000EW10090,FS,0
2513E55R000GE10010,2513E55R000GE10020,SS,0
2513E55R000GE10170,2513G55R660CM00050,FS,0
2513E55R000GE10160,2513E55R000GE10170,FS,0
2513E55R000GE10200,2513E55R000GE10210,FS,0
2513E55R000GE10150,2513F55R900CM00020,FS,0
2513E55R000GE10140,2513E55R000GE10160,SS,37
2513E55R000PC10325,2513E55R000PC10350,FS,0
2513E55R000PC10345,2513E55R000PI20010,FS,0
2513E55R000PC10300,2513E55R000PC10305,FS,0
2513E55R000PC10310,2513E55R000PC10320,FS,0
2513E55R000PC10320,2513E55R000PC10325,FS,0
2513E55R000PC10340,2513E55R000PI35030,FS,0
2513E55R000PC10055,2513P55R000PI24020,FS,0
2513E55R000PC90060,2513E55R000PC90070,SS,30
2513E55R000PC90090,2513E55R000PC90091,FS,0
2513E55R000PC90011,2513E55R000PC90050,FS,34
2513E55R000PC90041,2513E55R000HS10065,FS,0
2513E55R000PC90081,2513E55R000HS10100,SS,0
2513E55R000PC90081,2513E55R000PC90020,SS,0
2513E55R000PC10220,2513E55R000PC10225,FS,0
2513E55R000PC10240,2513E55R000PC10280,SS,15
2513E55R000PC10240,2513E55R000PC10250,FS,0
2513E55R000PC10200,2513M55R000ML10070,FS,0
2513E55R000PC10245,2513E55R000PC10085,SS,0
2513E55R000PC10140,2513E55R000PC10145,FS,0
2513E55R000PC10140,2513E55R000PC10150,SS,0
2513E55R000PC10115,2513P40R600ME10020,SS,100
2513E55R000PC10115,2513E55R000PC10210,SS,150
2513E55R000PC10010,2513E55R000HS10010,SS,0
2513E55R000PC10045,2513C88R150PI00075,FS,0
2513E55R000PC10170,2513E55R000PC10175,FS,0
2513E55R000PC10060,2513E55R000PC10070,SS,0
2513E55R000PC10065,2513P55R000PI15020,FS,0
2513E55R000PC10065,2513P55R000PI24020,FS,0
2513E55R000FF45030,2513E55R000FF55010,SS,84
2513E55R000FF45025,2513C71R730FF00075,FS,0
2513E55R000FF50030,2513E55R000FF50040,FS,0
2513E55R000FF50040,2513E55R000FF50045,FS,0
2513E55R000FF50015,2513E55R000FF50020,FF,0
2513E55R000FF55015,2513E55R000FF55020,FF,0
2513E55R000FF20010,2513E55R000FF20015,FS,0
2513E55R000FF20015,2513E55R000FF20020,FF,0
2513E55R000FF10010,2513C99R935EL00010,FS,0
2513E55R000FF15110,2513E55R000FF90010,SS,0
2513E55R000FF15120,2513E55R000FF15125,FS,0
2513E55R000FF15130,2513E55R000FF15135,FS,0
2513E55R000FF15130,2514E55R000FF10010,SS,0
2513E55R000FF15180,2513P55R000FF12020,FF,0
2513E55R000FF15135,2513E55R000FF15140,FF,0
2513E55R000FF15165,2513C71R730FF00075,FS,0
2513E55R000FF15175,2513E55R000FF15180,FF,0
2513E55R000WT20040,2513E55R000WT20045,FS,0
2513E55R000WT20060,2513E55R000WT20065,FS,0
2513E55R000WT20015,2513C40R520WT00071,FS,0
2513E55R000WT20055,2513E55R000WT99900,FS,303
2513E55R000WT20065,2513C40R530WT00072,FS,0
2513E55R000WT10030,2513E55R000WT20030,FS,0
2513E88R000WT90011,2513E55R000WT20050,SS,0
2513E88R000WT90020,2513E88R000WT90030,SS,0
2513E88R000WT90080,2513E88R000WT90090,SS,0
2513E55R000EL19010,2513E55R000EL20010,SS,122
2513E55R000EL45015,2513E55R000EL45030,SS,0
2513E55R000EL45035,2513C88R980IN00010,FS,0
